x,y,z,Position,clusters,company
-15.016563,3.5626352,-11.68034,Marketing Manager,16,Grupo Garden
16.141464,-3.5207677,6.3393354,Lider de proyecto,6,Citi
2.253357,-2.9189093,-1.2917157,Product Manager Captaciones y Medios de Pago,3,De
17.192785,9.330212,1.0243366,Gerente de gestión,0,App Academy
12.943219,4.9027333,5.200121,Coordinadora de Visibilidad,0,Thinkinworld
2.6715674,0.083690315,9.071124,Ingeniero de desarrollo de software,11,Amazon
-8.42431,8.5463705,-2.1353893,Head of Engineering - Cloud & Hyperscale Data Centers Infrastructure,2,Banco GNB Paraguay S.A.
-9.556612,1.5847106,-3.9176154,Management Assistant,7,Smart & Best All S.A.C.
2.4155695,-0.8694301,7.6928086,Ingeniero de software,11,INCAE Business School
-3.81852,-8.45723,-3.2406104,Consultor,8,Invenzis
-11.833914,4.8510284,-12.474792,Brand Manager,16,CENTURY - Empowers your growth
13.347551,4.476078,5.499858,Coordinador de Seguridad e Higiene Ocupacional,0,Banco Familiar 
-6.538881,0.83515143,-16.944843,CEO ,16,Crayon
0.5928514,0.24558952,3.067216,PM-PMO- gerente practica SAP,11,McKinsey & Company
-11.100462,0.7960969,-9.8640175,Cloud Sr. Sales Director,16,HCL Technologies
15.232407,-2.3317525,-3.0750527,Coordinador comercial,6,Fibase
-13.461271,7.409973,-11.980844,Principal Product Manager,16,Pact
7.2194576,3.868356,-3.5229945,Desarrollador,11,TecNocean
8.847918,-1.1612656,5.536422,Gestor de Planificación de la Cadena de Suministro,6,Nubiral
10.291799,-10.460024,4.720222,Especialista en investigación y desarrollo,19,Dthink
-10.240866,10.122891,-7.6141543,Product Delivery Manager,7,EL DEBER 
17.419931,-9.86827,0.23917623,Gestor de Desarrollo Humano,9,Frigorífico Concepción
-10.978892,1.5605226,-6.6260705,Senior Account Executive - ENERGY & NAT. RESOURCES,7,Vintage Publicidad
-13.254913,4.477581,-11.54729,Brand Marketing Manager,16,Banco GNB en Proceso de Fusión
8.49665,-13.285138,0.33038917,Analista de administración de personal,19,Agriplus S.A.
-13.557003,6.248677,-2.7296429,Presales Engineer,7,DH Digital Harbor Bolivia
-0.11687268,5.7803597,2.6204894,Profesional,17,Gestion Integral de Servicios Ambientales
19.484415,2.4638855,7.353868,Ejecutivo de cuentas comerciales,18,Inpasa del Paraguay SA
-12.127262,-1.5398502,-3.6856897,Technology Manager at Globant,7,Livees.net
2.6161644,-11.1177635,4.5655518,Programador de sistemas,3,Sintesis S.A.
17.783876,0.68992835,-0.81575453,Ejecutiva de Cuentas Jr.,0,InfonegociosPY
-13.294668,9.675796,-2.759017,Consultor Senior & PM - JD Edwards (JDE),7,CODISA BOLIVIA
10.091578,-12.161089,-5.117518,Responsable Nacional de Dotación y Administración de Personal,19,Universidad Nacional Ecológica 
-6.7583294,8.768898,-2.7032754,Alliances & Channels Director Applications for LAD,7,Berger Paints Bangladesh Limited
24.628607,2.9847684,4.8587575,Jefe de ventas,18,Ex BBVA Paraguay
25.287224,3.0875854,-3.2991385,Gerente Comercial,18,Grupo Arcor
-9.881986,-9.6462965,-6.0325794,Chief Technology Officer,8,Oktana Corporation
8.815912,-10.0283985,4.912463,Analista Senior de Planificación,19,Claro Paraguay
-4.1606965,-0.98509145,-12.672587,General Manager,4,Importadora Monterrey Srl
-10.352834,-3.230299,-9.246546,Head of Technical Procurement,16,TÜV Rheinland South America
4.3737483,1.5555686,6.969505,Subgerente de Arquitectura y Desarrollo Digital,11,CAESRA sin Fronteras
-12.338385,-0.5264936,6.951501,Consultor Staff | DBA Oracle | Big Data Junior Hadoop-Cloudera | Data Trainee,1,Microsoft
-4.0411015,3.7634428,-3.4209151,Collections Supervisor,4,Shell Lubricantes Paraguay
15.276407,-1.6892433,-2.6651313,Coordinador de eventos,6,ROISENSE
9.759991,-7.7566266,-6.1452446,Supervisor de Cobranzas y Ctas.Ctes.,9,Sintesis S.A.
1.9926896,-5.390671,5.358145,Analista de Business Intelligence,3,JTI Bolivia
2.4162433,-11.024874,4.955658,Técnico Programador,3,Redwood
9.217114,-4.6355023,-13.378556,Directora Comercial,14,Nestlé
-5.3645115,6.886783,-3.5075104,Reservations and Revenue Management Representative,7,SoftwareONE
-11.50602,-5.4098797,3.3245564,Data & AI Sales Specialist,1,Source-Group.uk
4.328677,6.580406,1.7241664,Ingeniero eléctrico,13,Siscotec S.R.L
6.7553496,-6.1670556,1.3222947,SAC ( Experiencia al Cliente ),3,Bureau Veritas
14.843801,3.058811,-7.9071536,Gerente General ,10,"SERVIINCA C,A"
10.030767,-12.743199,-2.2667587,Asistente de Desarrollo Organizacional,19,dmi Bolivia
17.25417,1.3140817,-0.9146119,Liderança de equipe,0,ESVAL sac
-7.8489056,14.257482,1.7475388,MIT Bootcamps Team,17,Balestie & Balestie CTI Compañía Técnico Industrial S.A.
9.475625,12.037014,-3.8323493,Propietario,13,
10.103802,-6.113518,10.567483,Analista de Selección y D.O ,19,Md audiovisual
0.4731418,12.935105,0.74666166,DIR RRHH,17,Instituto del Riñon
-7.76606,-0.1406971,-6.026007,Human Resources Manager,16,TecnoAp S.A. de C.V.
3.6281688,-0.7263118,-3.6837392,Gerente de marketing,3,Banco Unión S.A.
-5.504342,8.952467,-2.9068055,"Lead Partner, Capital Projects S-LatAm",4,Tigo Paraguay
-6.089134,11.340673,1.7671452,Demand Generation Manager,17,Weld-On
7.535204,-2.0659633,-11.693994,Director ejecutivo,14,Bakken S.A.
3.627983,-0.7264448,-3.6832335,Gerente de marketing,3,freelance
6.651232,8.747493,1.4521664,Ejecutiva premium,13,
-7.76606,-0.1406971,-6.026007,Human Resources Manager,16,Capgemini
-11.410395,5.574709,-0.20676146,IT Recruitment Consultant,7,Experiencia IRP - Agencia Consultora
-6.879471,9.631671,-0.9176205,Talent Acquisition Lead and Human Talent Business Partner ,17,
-4.139794,-0.25141075,-7.952107,Community Manager,4,SouthCross Logistics
-11.174268,5.1176133,-1.3906444,Sr Tech Talent Acquisition Specialist,7,
-14.973824,0.3246926,-10.239874,Sales Manager,16,Carmax SRL
-9.481899,-5.114779,-15.267382,Director,8,AssureSoft
-7.2971325,9.934777,-0.6633438,Team Lead - Staffing and Recruiting,17,FUNDABIT
-19.874424,-2.1152675,-4.21816,Software Developer,5,Powertec
-15.574905,8.50709,-5.6741815,Business Development Consultant,7,Minoil S.A.
20.300503,8.06164,7.293183,Ejecutivo de ventas,0,
-12.519036,-9.276631,5.786401,Lead Data Scientist,12,Remax
-9.447647,6.117786,-2.2797594,Recruiting Manager,7,
-1.3844223,9.459955,1.4456172,Senior - BA TAX Learning & Development,17,
-6.573776,0.78928053,-17.54698,Ceo,16,Google
9.7487545,-12.145721,2.5934682,Analista de Atención al cliente Sr.,19,SAP
1.9321957,13.825319,2.7657187,Ninguno,17,Qbit S.A
6.559418,-3.2317948,-2.0408788,Ejecutivo de marketing,3,Information Security Consultant
-4.7030435,-8.915515,-2.598512,Socio/Consultor,8,Latamclick
24.923042,-2.6489346,0.9777692,Jefe Comercial Cbba,18,
24.712927,2.733241,-3.5558867,Gerente comercial,18,i-Technology
1.9184737,-9.345082,-0.25276202,Consultor Senior de Planificación y Control de Proyectos,3,Banco Bisa S.A.
0.049143,-3.9476352,-7.9951797,Director de marketing digital,3,Farmacity
-7.125877,6.3555155,-2.6060867,Project Leader Crm,7,Banco Unión S.A.
6.319453,-8.281226,0.5825832,operador de call center,3,INNOVENT Tech
-16.629778,-1.5258358,1.3008524,Sales Support Analyst,1,Insa Group
-16.744875,2.4222982,-9.296337,Sales Marketing Executive,16,ProcessMaker
10.4398775,2.7052543,5.603602,Coordinador - Área de proyectos civiles,11,Accelya Group
5.9416995,8.43112,-1.1660839,Periodista,13,shell-com 
12.018873,-1.2566785,8.925297,Asistente Operativa de Postgrado,11,Profesional independiente
9.13493,11.170125,5.1535554,Asesora Inmobiliaria ,13,Millicom International Cellular (Tigo)
0.88325214,-4.9097733,-2.0916717,DIRECTOR DE LA CARRERA DE INGENIERIA DE SISTEMAS UNIVERSIDAD LOYOLA,14,Urbanizaciones del Norte S.A.
19.783186,1.983944,7.921378,Ejecutivo de cuentas,18,John Deere
11.068508,-13.784529,-6.7660675,Gerente administrativa,19,Cyber Guia
-15.016563,3.5626352,-11.68034,Marketing Manager,16,Unicons bolivia
7.7754498,5.4030104,-0.37358007,Técnico,13,Banco Ganadero S.A.
17.371443,-1.2653297,6.1597266,Técnico de mantenimiento,18,Profesional autónomo / Dirección de proyectos
14.1436615,6.8431997,0.4986712,Gerente comercial regional,0,Angel Ramirez Internacional
-8.947474,-6.5328445,-14.976859,director,8,Bepsa del Paraguay 
8.504128,-2.2643108,8.693708,Auxiliar ejecutivo de gestión de calidad y programa OEA,11,Nubiral
12.400115,-0.68202674,7.2943554,"Ingeniero de seguridad, salud ocupacional y medioambiente",11,Aceitera General Deheza SA
6.8948903,-3.8329709,-2.4520733,Equipo de marketing,3,ITCROSS SRL
0.35650694,6.697453,-2.8159225,Vice President,17,Medamax
-6.48449,9.154006,-4.5738964,B2B Sales & Key Account Manager,17,Dynamic Tech SAS
18.60688,-2.8857737,-6.4912767,Asesor inmobiliario ,9,Softtek
7.982397,11.547303,1.579727,Independiente ,13,CloudHesive LATAM
17.789337,-3.8535058,7.353174,Gerente de proyecto,18,TOTVS LATAM
1.542962,-8.9923115,-2.4571135,Directora en Gestión del Talento Humano Consultores - Recursos Humanos,14,ITCROSS www.it-cross.com
14.466983,0.41122288,3.2567427,Técnico de SMS,6,PedidosYa
-11.27468,5.289213,0.5293632,IT Recruiter,7,HIVE Coworking Paraguay
9.333361,-6.78702,-3.137454,Inspector de diseño geométrico y movimiento de tierras,19,Quistor
-6.4138045,1.2547174,-17.171898,Ceo,16,Audi of America
11.158939,7.3654556,-0.04705719,Psicóloga Laboral,11,Ghella
-11.406551,1.4387708,-12.607067,Managing Partner,16,JD Edwards ERP
-1.666318,6.787325,-12.625899,Director & Co-Founder,13,Accenture
21.844046,-1.8983316,1.8737159,Jefe de División Tesoreria,18,CUPy S.A (Monsanto Py)
24.07524,4.0705814,-3.42382,Gerente Comercial ,18,COOPERATIVA SAN MARTIN DE PORRES
1.3559358,-7.074181,-5.284685,Commercial and Operations Manager | Gerente Comercial y de Operaciones ,14,
5.0292926,-2.7941334,-0.97562975,Experto en Estrategias de Negocio | Marketing | Aceleración de Empresas,3,DHL Express
19.071276,-3.9850905,11.447438,Gerente de Gestión de Personas,9,El Lote Consignataria S. A.
-4.611565,14.016948,3.5620306,Intelligent Cloud & Azure Director,17,Ecofruit Ltda
-11.637197,5.0582724,-8.522643,Area Sales Manager,16,BICSA
13.641032,-6.5725784,1.8445748,"Desarrollo, Selección y Comunicación Institucional Corporativa.",6,Digital Business Service
-6.8260665,1.3378533,-17.873955,CEO,16,Independiente
-0.93360114,13.54846,2.0323412,Naming Partner,17,Accurate Research Goal LLP
-10.487693,-4.978501,-13.051907,Director,8,"Imarkine - Marketing Digital SEO, SEM y Analytics"
-8.001822,-2.430799,-1.8714747,Senior Project Manager,16,Servicios de Recursos Humanos
-13.423091,2.857774,1.4661298,Process Engineer Specialist,7,Grupo Nación de Comunicaciones
12.255914,-3.5150633,4.7116637,Ingeniero de innovación,6,Estrella S.A.
-3.9972732,1.0704376,-4.387593,"Senior Director of Programs, Americas",4,Startup Lab FP - UNA
-14.384787,5.0951667,-6.741458,Logistics Manager,16,Answer Company
-8.455274,10.002697,0.22776271,Talent Search,2,Basa Capital
20.64025,-4.483316,2.1850283,Jefe Nacional de Repuestos para Camiones ,18,ITTI Digital
16.231977,4.363102,-7.824059,Gerente general,10,Banco Fassil
1.0148078,6.8519797,2.2669947,Bilingual Assistant,17,Bupa Insurance Bolivia S.A.
8.667759,12.142102,3.3589566,Asistente Contable,13,MicroWorld Technologies Inc
12.701748,-12.507773,-4.442057,GERENTE DE ADMINISTRACION Y FINANZAS,19,syntegrar IT
18.44213,-7.5856733,8.504307,Gerente de Desarrollo Humano,9,DGRV AMERICA LATINA
10.771325,-9.631576,0.59640944,Coordinadora de Estrategia e Innovación,19,The Mosaic Company
-1.4109238,-0.81281537,-3.4776397,Regional Sales Manager Southern Cone / Region Andina,4,ibolsa Sociedad de Titularización
17.026049,4.6034236,-2.6758904,Encargada de RR. HH.,0,Veterquimica
20.740093,6.5442395,1.7210236,Gerente de finanzas,0,SPORT GROUP S.A.
4.1999383,-6.5830636,-9.039284,Co Fundador & Desarrollador de Negocios,14,Civilnet Ingenieria SAS
9.6408615,-10.686069,-3.6127558,Coordinadora de Compromisos ,19,Banco Nacional de Bolivia S.A.
1.3275323,15.23411,3.3996773,R.R.H.H,17,INGEBE 2013 SL
-8.163432,-8.411344,-11.680229,Director,8,Unilever
15.760146,10.317546,-4.6585336,Socio gerente,10,Independiente / Freelance
7.0296144,12.309275,-0.47267243,Psicoterapeuta,13,Anixter
15.080704,-9.701438,9.001502,Analista de Recursos Humanos,9,Sinopec International Petroleum Service Ecuador S.A. (Sucursal Bolivia)
4.8651304,6.507856,-4.09594,Cofundador,13,e-tica
2.7297218,5.1000504,-5.1576896,Vicepresidente,4,Profesional Independiente
7.9586525,11.004588,3.35465,Asesora Legal,13,Lincoln S. A.
-10.28247,-8.186411,-12.574641,Director,8,Farmacorp
7.98482,12.957766,3.2717407,Auxiliar contable,13,Planify
-3.0480943,11.027284,-1.0352459,Individual Trader,17,TGV
-6.717676,3.7833116,-5.9081845,Territorial Manager,7,
-11.327384,1.0766435,2.0245018,Engineer,15,Oracle
17.06379,-2.948565,-5.512478,Asociado principal,9,CAST SRL
12.389476,-2.6013992,-3.003206,Remax express Agente asosiado,6,OLAM S.R.L.
13.217837,-4.964907,7.4615316,Asistente de Desarrollo Inmobiliario,6,Ministerio de Industria y Comercio de Paraguay
7.2696466,5.5882215,-5.3687787,Coach de ventas,11,Sofía Ltda. 
12.402642,-5.6648073,12.454888,Analista químico,19,Agroseller S.R.L.
12.239032,7.0021563,6.8522015,Arquitecta y Asesora de Inversiones Inmobiliarias,0,Axxon Consulting
15.060823,-8.500864,-4.315354,Agente de atención telefónica,9,BIG Bolivian Investment Group 
-4.1398344,-0.2512872,-7.952196,Community Manager,4,SAP
-8.37291,7.39731,-0.81230015,D365 Human Resources Practice Lead ,7,Fortin S.A.
17.813791,-4.1223655,-7.6932335,Agente inmobiliario,9,Banco FIE
11.796182,-3.6955833,-8.838151,Educación,11,COMTEL S.A
2.7019498,0.1585927,9.001456,Técnico Mantenimiento de Software,11,Kimberly Bolivia S.A.
15.487432,-0.4731514,-2.8582451,Coordinador de mesas rodondas,6,"Full Color, Inc."
18.606817,-2.8860734,-6.4912934,Asesor Inmobiliario,9,Globant
5.333572,9.874336,6.6621294,ventas,10,Cooperativa Medalla Milagrosa Limitada
-6.9006486,3.797595,1.0393875,Digital Content Producer,7,Mccann Bolivia
11.951375,0.006411485,-1.4277431,Gestor de microcreditos,6,"Medichem, S.A."
10.242143,8.8621025,7.88912,Tecnico de la Estrategia de RBC,10,Aldeas Infantiles SOS Bolivia
-3.6234405,-6.780901,-7.1136265,Administrador,8,Oracle
10.831749,-1.2196189,-2.3425205,"Asistente Contable Financiero, ventas",6,
-8.495357,-9.2029295,-12.5004015,Director,8,Muebles Metálicos Bolívar SRL
-3.8534615,3.296028,-2.0228698,Front Office Receptionist,4,COTAS
12.001955,-1.1992167,8.800451,Docente de Unidad de Post-Grado de Tecnología,11, +Fazzil
8.173372,8.008659,6.7355084,Responsable de RRHH (Wet Chemical SRL),10,Grupo Venado
7.3223605,-8.73892,-6.7167006,SUPERVISOR DE CREDITOS,14,Ferrocarriles del Paraguay S.A.
-3.81852,-8.45723,-3.2406104,Consultor ,8,Millicom
-8.450749,9.536309,-4.899628,Market Disruption Coordinator,7,Bupa Chile
16.52061,-1.5575998,1.7465267,Servicios de limpieza Corporativa,6,Datactiva
-11.357833,5.093593,-6.6836424,Sales Broker,7,Nestlé
9.475722,12.037202,-3.832514,Propietario,13,Autónomo
-3.8024983,6.430391,-10.855768,Co-Founder & Project Manager,13,S.A.C.I. H. Petersen
0.2578867,-5.295085,-1.6667023,Freelance Attorney / Industrial Property Agent / Ing Abg Esc. Agente Propiedad Industrial e intelec,3,Banco Basa
-2.6037002,14.547606,2.8297029,National Key Account,17,Cooperativa Medalla Milagrosa Limitada
18.611124,2.8173065,-0.8958457,asesora de bienestar,0,Edison
7.182017,3.1940062,-8.157476,Presidente Ejecutivo,11,Resort Yacht y Golf Club Paraguayo
0.67544633,8.212533,-10.09601,Co-Founder,13,IBM
-11.677736,3.6203687,-5.5963874,Real Estate Agent,7,AETN Bolivia
7.6514354,-12.035263,-3.1873276,Profesor Comunicación Estrategica,14,Tigo Bolivia
10.938717,-7.0053387,3.0100007,Gerente Comercial Industria y Construcción,6,Welcom Solutions S.R.L.
-12.519138,-9.276294,5.7862725,Lead Data Scientist,12,Aseguradora Tajy Prop. Coop. S.A. de Seguros
2.270119,11.594382,-0.861293,intership,17,Estapar Estacionamentos
-10.949158,-2.8597136,-10.158105,Financial & Administrative Director,16,MIT Bootcamps
4.5978045,-10.040456,-6.339561,Supervisora de Desarrollo Organizacional y Selección,14,R3 ingenieria Consultoria
-18.368961,-12.855165,2.1580067,Data Scientist,12,Grupo Garden
-2.4657845,6.6125174,-12.327551,Co-founder & Executive director,13,CONGALSA S.L.
14.587444,-11.760644,-5.1665483,"Gerente Financiero, Administrativo y Contable de AGPAR S.A.",19,KenisIT
7.121031,-6.080712,1.923314,Jefe de Centros de Atención al Cliente (Asunción-Gran Asunción e Interior) ,3,Importadora Garibaldi S.A
4.834709,-8.718423,-10.444384,Director de División Atraer-Talento,14,Deloitte
8.778338,8.096866,-3.296409,Nutricionista,13,Kilimo
-16.533518,-7.234427,9.097992,Data Science Specialist,12,Avanzza srl
-13.680575,1.7126206,9.199924,Junior Engineer (Data Analyst),5,Samsung Bolivia
-8.197518,1.5614432,-17.07996,CEO,16,Rimac Seguros y Reaseguros
5.1477685,-9.700879,-6.058486,Supervisor de operaciones,14,MSC Mediterranean Shipping Company
-1.5719664,10.915537,-1.6107582,KAM Distributor ,17,Independiente
11.961861,-0.061161306,3.8417985,Ejecutivo de importaciones,11,MAS Global Consulting
-0.58192533,-4.534852,0.26367366,Economista,3,Visión Periodico
0.43451253,9.2233515,-3.4635658,Owner,17,NTT DATA Europe & LATAM
-4.9293566,8.766272,-1.9278214,HR Business Partner,4,Logical Safety
-11.817502,9.25188,-2.2266734,"Global Capital Markets Quants, Operations - Senior Consultant",7,Sallustro y Cia SA
-14.391632,3.0687003,2.6451218,Digital Solutions Engineer,15,Chevron
-9.880137,6.21149,-2.0065753,Talent Acquisition Manager- LA South,7,
25.311022,-2.59366,0.78268003,Jefa comercial,18,
-2.679162,8.764764,-2.0532627,Value Investor,4,AssureSoft
-18.007132,-13.611321,2.0316827,Data Scientist,12,Oracle
17.07873,-0.26017094,-6.044449,Asistente de RRHH,6,CARMAR LTDA
-1.7782301,4.149907,-4.3913007,Business Partner,4,HSBC
-9.303575,-8.528087,-10.452016,Director,8,MajorKey Technologies
-4.6300774,13.53639,4.3664246,Google Cloud Certified -App Modernization|Kubernetes|Terraform|Infra Automation|Compliance,17,EY
-11.9173765,4.894623,-0.68034065,Team Leader IT Technical Recruiter,7,ECLEDTH Learning | LATAM
-3.6335278,9.822487,-11.463888,CEO & Co-Founder,13,Grupo Hinode - Oficial
-14.449607,-5.3937426,3.7740061,Senior Manager - Data Science ,1,Autónomo
-3.6335182,9.822716,-11.463748,CEO & Co-founder,13,
18.964134,-6.560447,11.358007,Gerente de Recursos Humanos,9,FOCUS your mind
17.813885,-4.1224413,-7.693299,Agente Inmobiliario,9,Grupo Sauki Bolivia
-6.9647317,1.3808712,-2.2176046,Design Manager,7,Lider Group Srl
3.88742,-6.449705,-9.331746,Director y Fundador,14,Autosud ltda
0.5604736,11.443191,0.27465463,Gte. General,17,Profesional independiente
16.88717,9.592096,0.9307634,Gerente de TIC,0,Boutique Fiorella
12.940697,11.807608,2.771153,Jefe de RRHH ,10,Bata Bolivia
-5.2352576,4.252628,-8.472716,Head of LatAm Marketing & Partnerships at Waze ,4,Digital TV Cable
-8.455571,10.002702,0.22797427,Talent Search,2,Nestlé
-11.481634,3.6656673,-1.9590852,Senior Talent Acquisition Specialist,7,Holger Clasen GmbH & Co. KG
9.306416,-6.0811176,9.251989,Analista de Búsqueda y Selección,19,HANSA Proyectos & Servicios
-13.255202,4.4773874,-11.547212,Brand Marketing Manager,16,ANN Bolivia
17.57338,-2.2628765,-4.6977625,Asesor de crédito,9,Universidad Evangélica Boliviana
-2.386891,-4.7031083,-5.6870027,Supervisor comercial,8,CENTURY 21®
-1.9996804,9.158177,-13.3416,Founder and CEO,13,UNIVERSIDAD LOYOLA
4.0845137,-9.8061695,-9.823644,Director de Comunicación,14,ENTEL S.A.
9.920993,6.369314,4.4868217,Intérprete autónomo,11,Fundação Getulio Vargas
18.31894,-10.691636,5.0052576,Gerente de Talento Humano & Cultura ,9,FREE!
7.5084543,1.0967605,5.2172074,Tecnico III Recaudaciones y Responsable de Activos Fijos y Almacen,6,Duralita
-6.807124,7.460317,-2.477508,Contact Center Team leader,17,Plásticos Kendy S.A.
-3.4207373,9.074714,1.7289321,Especialista Marketing Digital,17,Camsegbol srl.
14.614219,-9.314507,-2.9233632,ASISTENTE DE PROYECTOS,19,Central de Medios
17.657246,0.7896763,-0.9660991,Oficial de Cartera,0,Import Export Las Lomas
5.2164435,2.6074252,-5.0676155,Professor docente,11,Volcan S.A
4.9176936,-2.8199704,2.2084365,Planner - Producto terminado,11,Cinemateca boliviana
6.60299,0.8720904,1.9081528,soluciones integrales para empresas,11,"WOMCY, LATAM Women in Cybersecurity"
20.86699,7.561407,-2.2636619,Propietario gerente,0,Samsung Electronics
0.43452147,9.223337,-3.463536,Owner,17,Remax
-10.059376,9.265981,-5.706489," Project Manager, Retail Expansion",7,Independiente 
15.459295,4.849482,-6.6011367,Gerente General ,10,CPR Desarrollo Organizacional
-2.2576675,-8.590218,-2.0820596,Gerente & Consultor ,14,GTH Consultores
1.5130315,-9.447628,-2.578989,Consultor en recursos humanos,14,YPFB Corporacion
10.946066,4.961682,10.01008,Analista de Reclutamiento y Seleccion de Personal,11,iStorming - Consultoría IT - Argentina
12.314228,-7.0222135,-7.290636,Profesor universitario,19,Prointec
9.1474285,-0.8445802,-5.282847,Propietario de la empresa,3,Ecotours
-3.6234405,-6.780901,-7.1136265,Administrador,8,
-12.480043,1.1789795,-7.163321,Senior SEA Manager,16,CulturaIn
21.916683,-0.5969281,2.888533,Jefe de Cuentas Claves,18,Entrepreneurial Ventures LLC
-6.6669626,3.0876505,0.9261328,Digital Coordinator,7,Depex Technologies Pvt. Ltd.
3.8363342,10.62411,2.5090926,Diretor executivo,13,EPSAS
9.724228,-5.7350655,9.931919,Analista de aplicaciones,19,Cadena Real
-10.462592,6.0684767,-8.571902,Corporate Purchasing Manager,7,Siles Remodeling LLC
7.212049,-4.5185885,-3.869879,Coordinadora Nacional de Marketing,3,garelifabrizi.com
-1.7806498,6.89993,-12.79807,"Founder, Director",13,Financiera Paraguayo Japonesa SAECA
7.9091105,4.1189103,3.2772207,Franquicia Educativa Inmobiliaria,11,Microsoft
-10.570351,7.3206186,-4.490421,CPL - Business Controller,7,"Fiber Cable Solution Technology Co.,Ltd."
-10.097305,10.474905,-7.824179,Product Design Manager,7,Minerva Foods Latam
-11.834253,4.8535686,-12.474725,Brand Manager,16,PREFORTE S.A.
4.2569346,5.654519,-5.3129463,Coordinador General ,13,Di Capua & Ochner | Supply Chain Consulting
-8.308318,1.4038522,-11.183509,Chief Recruitment Officer,4,Vistage Paraguay
4.6163416,-12.019174,3.87754,Analista de Sistemas y Desarrollador.,3,SRIT India Pvt. Ltd.
19.453056,-5.8480635,2.757185,Jefa de comunicaciones,18,Vale
-11.834253,4.8535686,-12.474725,Brand Manager ,16,IPE BOLIVIA SRL
-6.7803807,4.5868907,7.490665,Data Manager,15,Heifer International
-8.654749,-8.300227,1.9500636,Digital Transformation Lead | Director Big Data & AI,1,MegaBox
-12.813777,10.619035,5.4783916,iOS Developer,2,JOBS
-2.5828376,9.591983,-9.979804,Co-Founder & CTO,13,NIBOL LTDA
-7.8745756,5.5056667,9.505594,Azure Big Data Engineer,15,BL Consultora
-7.808752,1.3843745,-1.0812808,Learning and Development Manager,7,Hillsboro School District
-13.74838,6.773346,-8.453559,Business Unit Manager,16,Concret Mix
10.327597,-12.995944,-1.3497208,Selección y Desarrollo Organizacional ,19,
-17.25216,-7.2784085,3.6290126,Senior Data Scientist,12,INCOTEC S.A.
-12.075811,6.2630353,5.582996,Internet of Things Engineer,2,
9.291168,-8.975889,10.395172,Analista de TI,19,
11.891847,-1.7960042,-7.643873,Asistente personal,6,CECON S.A.E. - Grupo Cartes
-3.7239141,13.606888,2.3907685,Wireless Solution Manager,17,
-6.4762297,11.406155,-6.3158593,Manager - EXL Digital - Products,17,JOBS
-20.468168,1.8617516,-3.4298885,Senior Software Engineer,15,Velcro Companies
-1.3940736,10.750835,-4.730825,Product Owner Integrações,17,MKL
8.380061,-14.036763,-5.7005906,Auxiliar administrativo,14,Gómez Abente S.A.
-22.05814,-0.17215948,6.2448807,Senior Data Engineer,5,ALTO PERFIL CONSULTING
-18.320171,-14.5338125,2.1894746,Data Scientist,12,Grupo Condor
7.8100686,-9.84435,7.5537214,Analista de Sistemas,19,Evolución S.A
19.782957,1.9837087,7.921063,Ejecutivo de cuentas,18,Brain Decision Braidot Centre
2.6669574,-10.291435,2.9861963,Consultor de Inteligencia Artificial,3,NS Consultora
-7.401789,11.00125,7.157994,Lead Artificial Intelligence Advocate,2,Alcaldía de Santa Cruz de la Sierra
-15.658117,-2.8858676,-1.8403902,Trading Analyst,1,Grupo Amiria- Los Jardines
1.8255918,-7.206842,1.313442,Director de ingeniería (NLP),3,Quimera Agencia Digital
0.93331814,12.479015,3.628969,Exempt Non-Officer,17,DIRFEL
-8.208172,8.391789,-2.4781182,"Director, Cloud Transformation and Architecture",2,Law Firm Vargas
-11.604021,-2.801357,8.580122,Consultant II (Data Science),1,DELAGRAN
-13.355739,7.184363,2.44476,Research Engineer - Tech Lead,2,consultora A y M
-1.426165,5.5477414,5.014314,Student,2,Interactive Brokers
-18.559633,-13.701436,3.0570545,Data Scientist,12,WIDMAN INTERNATIONAL S.R.L.
-16.732615,-14.631885,4.700542,Data Scientist,12,Petrobras
-1.1532595,4.510853,3.1414063,Faculty,17,Clicplace Bolivia
-11.998143,8.455564,10.740249,Artificial Intelligence Engineer,15,
-24.143454,-5.4073205,7.788984, Data Engineer,5,Autónomo
-14.224821,-7.3342614,9.665769,Data Scientist Expert,12,
-10.685002,6.049864,9.790098,Senior AI/ML Architect - APAC,15,La vitalicia seguros y reaseguros de vida s.a
-15.151059,3.8528478,12.863832,Machine Learning Engineer,15,Guty Coach
-6.633555,11.764762,6.264949,Bing Core Search & AI Technical PM,2,Compañia Industrial Azucarera San Aurelio
-16.402315,2.3720942,2.307891,DevOps Engineer,15,Liliana Lara Moreno
-1.4914153,6.357482,-0.07623907,Partner,17,Yanbal
-13.199019,-9.827077,-0.10166496,Director - Data Science,8,Asociación Paraguaya de Fútbol
-14.199579,5.1359024,9.215952,Senior Solutions Architect AI/ML,15,Axazure
-22.057903,-0.17246096,6.244677,Senior Data Engineer,5,
-11.335046,6.6159573,3.8067808,Site Reliability Engineer,2,RE/MAX Ultra
3.3907557,-8.598789,6.16692,Gerente de Informatica,3,EDAN - Escuela de Administración de Negocios
4.5260463,1.535008,8.369641,Analista de sistemas TI - Banca Digital,11,Registro Unico Para la Administracion Tributaria Municipal
-15.067967,4.898397,-9.649076,Marketing Specialist - Confiteria,16,Fundación Transformación Paraguay  
